eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
shot,failed,outsideblocked,2944.7334,centerPoint,oz,powerPlay,0,315,79380,5152,35.5187530517578,5.27941131591797
shot,failed,slot,2953,eastOuterSlot,oz,powerPlay,0,315,81408,5152,64.6893310546875,-12.3205871582031
pass,failed,northoffboards,2955.8333,outsideNorthWest,oz,powerPlay,0,315,78625,5152,82.7952270507813,-37.470588684082
pass,successful,south,2959.0334,outsideNorthEast,oz,powerPlay,0,315,10534,5152,96.8775787353516,1.75882339477539
reception,successful,regular,2960.1667,outsideNorthEast,oz,powerPlay,0,315,80518,5152,86.3158111572266,33.4441146850586
pass,failed,south,2960.2666,outsideNorthEast,oz,powerPlay,0,315,80518,5152,82.2922821044922,32.438232421875
pass,successful,northoffboards,2962.1667,eastPoint,oz,powerPlay,0,315,79380,5152,52.6186981201172,38.9765014648437
reception,successful,regular,2963,outsideNorthEast,oz,powerPlay,0,315,80518,5152,69.71875,38.4735260009766
pass,successful,south,2966.6333,outsideNorthEast,oz,powerPlay,0,315,80518,5152,77.7658081054688,37.970588684082
reception,successful,regular,2967.7,eastPoint,oz,powerPlay,0,315,79380,5152,30.4893341064453,26.4029388427734
pass,failed,eastwest,2968.9333,eastPoint,oz,powerPlay,0,315,79380,5152,34.5128631591797,17.8529396057129
pass,failed,north,2971.6,outsideNorthWest,oz,powerPlay,0,315,78625,5152,97.3805084228516,-15.8441181182861
pass,successful,outlet,2982.1333,westOuterSlotDZ,dz,evenStrength,0,315,79380,5152,-59.5371322631836,14.3323516845703
reception,successful,regular,2983,centerPointDZ,dz,evenStrength,0,315,20775372,5152,-45.4547805786133,-9.30588150024414
pass,successful,stretch,2984.6,centerPointDZ,dz,evenStrength,0,315,20775372,5152,-37.4077224731445,-4.77941131591797
reception,successful,regular,2985.8,northWestBoardsNZ,nz,evenStrength,0,315,126723,5152,24.9569854736328,-37.9735298156738
pass,failed,eastwest,2987.7334,southEastBoardsNZ,nz,evenStrength,0,311,5814,80264,-18.9216995239258,24.394100189209
pass,failed,outletoffboards,2993.9666,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-61.1687469482422,37.9735298156738
pass,failed,south,2999.5667,northEastBoardsNZ,nz,evenStrength,0,311,5814,80264,20.8106994628906,40.9911994934082
pass,successful,north,3001.8667,southCenterNZ,nz,evenStrength,0,315,126723,5152,-11.2626342773438,-20.8735294342041
reception,successful,regular,3002.4666,southCenterNZ,nz,evenStrength,0,315,884,5152,-6.73616790771484,-16.8500003814697
pass,failed,outlet,3004.9666,centerPointDZ,dz,evenStrength,0,311,6588,80264,-45.0746307373047,16.8500003814697
pass,successful,d2d,3010.8333,centerPointDZ,dz,evenStrength,0,311,6588,80264,-41.5540466308594,11.3176460266113
reception,successful,regular,3011.4333,innerSlotDZ,dz,evenStrength,0,311,94531,80264,-70.2216949462891,-5.27941131591797
pass,successful,outlet,3014.8667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-55.6363983154297,-39.9823532104492
reception,successful,regular,3015.6333,southWestBoardsNZ,nz,evenStrength,0,311,5814,80264,-10.8746337890625,-39.4794082641602
pass,failed,outletoffboards,3020.7666,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-91.7332229614258,-23.3882350921631
pass,successful,north,3023.3,eastPoint,oz,evenStrength,0,311,6588,80264,35.3959579467773,38.9794120788574
reception,successful,regular,3023.5334,eastPoint,oz,evenStrength,0,311,112050,80264,46.9636039733887,38.9794120788574
pass,failed,eastwest,3028.5,eastPoint,oz,evenStrength,0,311,112050,80264,45.9577217102051,32.9441184997559
pass,successful,eastwest,3032.1667,southCenterNZ,nz,evenStrength,0,315,126723,5152,-5.73028564453125,4.77647018432617
reception,successful,regular,3032.6,northCenterNZ,nz,evenStrength,0,315,884,5152,2.3167724609375,-5.78529357910156
pass,failed,ozentry,3033.3,northCenterNZ,nz,evenStrength,0,315,884,5152,14.3873596191406,-15.8441181182861
shot,failed,outsideblocked,3039.8333,outsideNorthEast,oz,evenStrength,0,315,126723,5152,80.7756042480469,22.8823547363281
shot,failed,slotblocked,3041.2,innerSlot,oz,evenStrength,0,315,179172,5152,71.2197036743164,1.25587999820709
pass,successful,outlet,3042.3,innerSlotDZ,dz,evenStrength,0,311,112050,80264,-72.7363967895508,-1.25587999820709
reception,successful,regular,3042.6667,eastOuterSlotDZ,dz,evenStrength,0,311,109964,80264,-67.7069854736328,-4.27352905273438
pass,successful,eastwestoffboards,3044.8333,southCenterNZ,nz,evenStrength,0,311,109964,80264,-23.951099395752,-8.80000019073486
reception,successful,regular,3046.2,northEastBoardsNZ,nz,evenStrength,0,311,112050,80264,8.74007415771484,32.9441184997559
shot,successful,slot,3051.3333,eastOuterSlot,oz,evenStrength,0,311,370192,80264,69.5959548950195,14.8382358551025
pass,successful,south,3053.5667,southCenterNZ,nz,evenStrength,0,315,80518,5152,-20.8185195922852,-21.8794116973877
reception,successful,regular,3053.6,eastPointDZ,dz,evenStrength,0,315,400162,5152,-38.4214630126953,-31.9382362365723
pass,successful,d2d,3053.6333,eastPointDZ,dz,evenStrength,0,315,400162,5152,-38.421501159668,-31.9381999969482
reception,successful,regular,3054.8,centerPointDZ,dz,evenStrength,0,315,79380,5152,-44.4567565917969,17.8529396057129
pass,failed,stretch,3055.9333,westPointDZ,dz,evenStrength,0,315,79380,5152,-34.3979339599609,32.9411773681641
pass,failed,d2doffboards,3064.6667,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-94.247932434082,12.8235282897949
pass,failed,north,3068.8667,outsideNorthWest,oz,evenStrength,0,311,2546838,80264,64.0714645385742,-39.4794082641602
pass,failed,d2d,3071.6,outsideNorthWestDZ,dz,evenStrength,0,315,80518,5152,-70.6096954345703,38.4735260009766
shot,successful,slot,3072.7666,westOuterSlot,oz,evenStrength,0,311,110409,80264,71.6155776977539,-10.3088226318359
shot,successful,outside,3077.6667,westPoint,oz,evenStrength,0,311,446706,80264,28.3626403808594,-25.9000015258789
pass,successful,south,3079.8667,westOuterSlot,oz,evenStrength,0,311,237838,80264,65.5802841186523,-22.3794097900391
reception,successful,regular,3080.4333,outsideNorthWest,oz,evenStrength,0,311,111452,80264,63.0655784606934,-30.9294128417969
pass,successful,south,3081.2,outsideNorthWest,oz,evenStrength,0,311,111452,80264,55.5214614868164,-38.4735260009766
reception,successful,regular,3081.7,westPoint,oz,evenStrength,0,311,94531,80264,32.3861694335937,-32.9411773681641
shot,failed,outsideblocked,3081.8333,westPoint,oz,evenStrength,0,311,94531,80264,31.8832244873047,-33.9470596313477
pass,successful,d2doffboards,3091.3667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-91.8403015136719,-10.8117637634277
reception,successful,regular,3093.6,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-83.7932434082031,36.9676475524902
pass,successful,d2d,3103.4,westOuterSlotDZ,dz,evenStrength,0,315,20161,5152,-77.6508712768555,14.3323516845703
reception,successful,regular,3104.1667,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-92.7391052246094,12.8235282897949
pass,successful,outlet,3105.3,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-93.744987487793,-2.76764678955078
reception,successful,regular,3106.1333,eastPointDZ,dz,evenStrength,0,315,81408,5152,-48.4802856445313,-35.9617652893066
pass,successful,south,3112.2666,outsideNorthWest,oz,evenStrength,0,311,370192,80264,64.0715026855469,-23.3852996826172
reception,successful,regular,3112.3,westPoint,oz,evenStrength,0,311,94531,80264,37.9184989929199,-39.4794006347656
pass,successful,eastwest,3112.9333,westPoint,oz,evenStrength,0,311,94531,80264,37.9185218811035,-38.4735260009766
reception,successful,regular,3113.8,eastPoint,oz,evenStrength,0,311,80,80264,34.3979339599609,15.8441181182861
pass,successful,slot,3115.1,eastPoint,oz,evenStrength,0,311,80,80264,37.9185218811035,35.4588241577148
reception,successful,regular,3115.6667,innerSlot,oz,evenStrength,0,311,370192,80264,81.171501159668,-8.29706001281738
shot,failed,slot,3115.8667,innerSlot,oz,evenStrength,0,311,370192,80264,80.1656036376953,-7.7941198348999
pass,successful,d2doffboards,3123.8333,outsideNorthWestDZ,dz,evenStrength,0,315,78625,5152,-97.7606582641602,19.3617630004883
reception,successful,regular,3124.5667,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-98.2636032104492,-7.79705810546875
pass,failed,outlet,3126.7,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-92.7312469482422,-20.3705883026123
pass,failed,outletoffboards,3134.7666,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-92.8540496826172,9.30588150024414
pass,successful,south,3138.5,outsideNorthEast,oz,evenStrength,0,315,884,5152,63.1805114746094,38.9764709472656
reception,successful,regular,3139.4,eastPoint,oz,evenStrength,0,315,79380,5152,30.9922790527344,27.408821105957
pass,failed,eastwest,3140.1667,eastPoint,oz,evenStrength,0,315,79380,5152,37.0275726318359,19.3617630004883
pass,failed,d2doffboards,3144.7,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-86.8187561035156,30.93235206604
pass,failed,south,3148,outsideNorthEast,oz,evenStrength,0,315,884,5152,83.8011016845703,35.9588241577148
pass,successful,northoffboards,3150.3667,centerPoint,oz,evenStrength,0,315,79380,5152,29.9864044189453,6.28529357910156
reception,successful,regular,3151.9666,westPoint,oz,evenStrength,0,315,400162,5152,35.5187530517578,-37.470588684082
shot,successful,outside,3152.5,westPoint,oz,evenStrength,0,315,400162,5152,49.0981597900391,-32.9441184997559
pass,successful,stretch,3159.2666,centerPointDZ,dz,evenStrength,0,315,79380,5152,-41.9341926574707,1.75882339477539
reception,successful,regular,3160.2334,northEastBoardsNZ,nz,evenStrength,0,315,884,5152,11.377571105957,38.9764709472656
shot,successful,outside,3172.9333,westPoint,oz,evenStrength,0,315,400162,5152,29.9864044189453,-36.4647064208984
shot,successful,outside,3177.7,outsideNorthEastDZ,oz,evenStrength,0,311,108339,80264,-62.6775665283203,-38.9764709472656
pass,failed,northoffboards,3184.5,outsideNorthWest,oz,evenStrength,0,311,109372,80264,62.5547790527344,-40.9882354736328
pass,failed,outlet,3187.6,outsideNorthEastDZ,dz,evenStrength,0,315,82048,5152,-61.0538139343262,-41.4941177368164
pass,successful,northoffboards,3189.9,northEastBoardsNZ,nz,evenStrength,0,311,109372,80264,16.7871322631836,25.3999996185303
reception,successful,regular,3191.0667,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,23.8283081054688,41.4941177368164
pass,successful,eastwest,3192.9333,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,0.190071105957031,22.3823528289795
reception,successful,regular,3193.4666,northCenterNZ,nz,evenStrength,0,311,109372,80264,5.219482421875,-3.77058792114258
pass,failed,d2d,3195.8,westOuterSlotDZ,dz,evenStrength,0,315,80518,5152,-59.042049407959,18.3558807373047
shot,successful,slot,3202.1,westOuterSlot,oz,evenStrength,0,311,110409,80264,73.6194839477539,-18.3558807373047
pass,successful,d2d,3203.3667,westOuterSlotDZ,dz,evenStrength,0,315,10534,5152,-69.1008987426758,22.3794002532959
reception,successful,regular,3203.7,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-70.6096954345703,30.9294128417969
pass,successful,d2d,3203.7334,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-70.6096954345703,30.9294128417969
reception,successful,regular,3204.5667,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-82.1773452758789,22.3794097900391
pass,successful,south,3208.2666,southCenterNZ,nz,evenStrength,0,311,94531,80264,-5.84522247314453,-11.3147048950195
reception,successful,regular,3208.9333,southCenterNZ,nz,evenStrength,0,311,80,80264,-12.8863983154297,13.3294124603271
pass,successful,stretch,3211.1,westPointDZ,dz,evenStrength,0,311,80,80264,-38.0335006713867,37.9734992980957
reception,successful,regular,3211.8,northEastBoardsNZ,nz,evenStrength,0,311,237838,80264,5.72242736816406,39.4823532104492
pass,successful,south,3221.4,outsideNorthWest,oz,evenStrength,0,311,237838,80264,67.5841979980469,-23.8882007598877
reception,successful,regular,3222.4333,westPoint,oz,evenStrength,0,311,94531,80264,45.9577217102051,-39.4794082641602
shot,failed,outsideblocked,3223.4,outsideNorthWest,oz,evenStrength,0,311,94531,80264,59.0341911315918,-37.467643737793
pass,failed,north,3229.8333,southEastBoardsNZ,nz,evenStrength,0,311,80,80264,-18.4187469482422,31.4352931976318
pass,successful,d2doffboards,3238,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-80.7834625244141,-38.9764709472656
reception,successful,regular,3239.3667,eastPointDZ,dz,evenStrength,0,311,1731661,80264,-38.0334625244141,-40.9882354736328
pass,successful,outlet,3239.5667,eastPointDZ,dz,evenStrength,0,311,1731661,80264,-39.0393371582031,-39.4794082641602
reception,successful,regular,3240.1333,eastPointDZ,dz,evenStrength,0,311,237838,80264,-37.530517578125,-25.3970565795898
pass,successful,eastwest,3241.1,southWestBoardsNZ,nz,evenStrength,0,311,237838,80264,-7.34618377685547,-25.9000015258789
reception,successful,regular,3241.7666,northCenterNZ,nz,evenStrength,0,311,111452,80264,0.700874328613281,14.8382358551025
pass,successful,southoffboards,3243.9666,northEastBoardsNZ,nz,evenStrength,0,311,370192,80264,19.309700012207,23.3882350921631
reception,successful,regular,3245.4,southEastBoardsNZ,nz,evenStrength,0,311,6588,80264,-5.83736419677734,22.8852939605713
pass,successful,eastwest,3246.1333,southCenterNZ,nz,evenStrength,0,311,6588,80264,-4.32853698730469,16.3470592498779
reception,successful,regular,3246.9666,northCenterNZ,nz,evenStrength,0,311,446706,80264,1.70675659179688,-21.8764724731445
pass,successful,d2d,3250.4,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-92.7391052246094,-32.4411773681641
reception,successful,regular,3252.3333,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-95.7567520141602,5.78235244750977
pass,successful,d2doffboards,3254.9666,westOuterSlotDZ,dz,evenStrength,0,315,179172,5152,-71.1126403808594,13.3264694213867
reception,successful,regular,3256.4666,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-96.7626342773437,-2.76764678955078
pass,successful,outletoffboards,3256.7,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-95.2538146972656,-3.77352905273437
reception,successful,regular,3259.6333,southWestBoardsNZ,nz,evenStrength,0,315,54915,5152,-7.23910522460938,-39.4823532104492
pass,failed,ozentry,3260.2334,northWestBoardsNZ,nz,evenStrength,0,315,54915,5152,4.83148193359375,-39.4823532104492
pass,successful,northoffboards,3263.6,westOuterSlot,oz,evenStrength,0,315,884,5152,70.2138366699219,-17.8558826446533
reception,successful,regular,3264.4666,outsideNorthWest,oz,evenStrength,0,315,884,5152,79.7697143554688,-25.3999996185303
pass,failed,slot,3264.5,outsideNorthWest,oz,evenStrength,0,315,884,5152,79.7697143554688,-25.3999996185303
pass,failed,d2d,3267.8333,westOuterSlotDZ,dz,evenStrength,0,311,1462,80264,-70.2138366699219,21.8794116973877
pass,successful,outletoffboards,3271,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-96.3667755126953,-18.8588218688965
reception,successful,regular,3272.1667,eastPointDZ,dz,evenStrength,0,311,113401,80264,-36.0138397216797,-39.9823532104492
pass,failed,northoffboards,3281.4,westPoint,oz,evenStrength,0,311,446706,80264,31.3802871704102,-38.4735260009766
pass,failed,d2doffboards,3289.6667,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-93.744987487793,2.26176452636719
pass,successful,southoffboards,3295.6667,outsideNorthWest,oz,evenStrength,0,311,1462,80264,91.7332229614258,-25.9000015258789
reception,successful,regular,3297.2666,westPoint,oz,evenStrength,0,311,446706,80264,28.8655776977539,-35.9588241577148
pass,failed,slot,3300.0334,centerPoint,oz,evenStrength,0,311,446706,80264,47.9694862365723,8.29999923706055
pass,failed,slot,3311.2,outsideNorthEast,oz,evenStrength,0,311,113401,80264,78.1459579467773,37.470588684082
pass,successful,d2d,3333.8333,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-95.8716888427734,-0.752941131591797
reception,successful,regular,3334.5,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-92.8540496826172,24.3941173553467
pass,failed,outlet,3339.1333,westPointDZ,dz,evenStrength,0,315,20161,5152,-48.4724273681641,38.9764709472656
pass,failed,slot,3353.3,outsideNorthEast,oz,evenStrength,0,315,80518,5152,78.7716979980469,14.3323516845703
shot,failed,slot,3355.4666,eastOuterSlot,oz,evenStrength,0,315,20161,5152,63.1805114746094,14.3323516845703
pass,failed,eastwest,3360.4,westPoint,oz,evenStrength,0,315,20775372,5152,30.9844207763672,-21.3764705657959
reception,failed,regular,3361.5,outsideNorthEast,oz,evenStrength,0,315,126723,5152,79.2667694091797,30.9294128417969
pass,successful,south,3364.5667,outsideNorthEast,oz,evenStrength,0,315,82048,5152,77.7579498291016,39.4794082641602
reception,successful,regular,3365.6333,eastPoint,oz,evenStrength,0,315,20161,5152,31.9903106689453,36.9647064208984
pass,successful,eastwest,3366.2666,eastPoint,oz,evenStrength,0,315,20161,5152,33.4991302490234,31.4323501586914
reception,successful,regular,3367.2666,westPoint,oz,evenStrength,0,315,20775372,5152,35.5108947753906,-29.9264717102051
pass,successful,d2doffboards,3371.3667,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-93.3569793701172,25.3999996185303
reception,successful,regular,3372.3,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-81.2863922119141,38.4764709472656
pass,failed,stretch,3376.7,westPointDZ,dz,evenStrength,0,315,20161,5152,-34.9008712768555,39.4794082641602
pass,successful,stretch,3386.2666,westPointDZ,dz,evenStrength,0,311,94531,80264,-26.4658050537109,18.8617649078369
reception,successful,regular,3386.8667,northEastBoardsNZ,nz,evenStrength,0,311,111452,80264,8.23712921142578,35.4588241577148
pass,successful,northoffboards,3390.8667,outsideNorthEast,oz,evenStrength,0,311,94531,80264,96.251838684082,24.3941173553467
reception,successful,regular,3392.5334,outsideNorthWest,oz,evenStrength,0,311,237838,80264,96.7547760009766,-24.8941192626953
pass,successful,northoffboards,3392.9666,outsideNorthWest,oz,evenStrength,0,311,237838,80264,96.251838684082,-24.8941192626953
reception,successful,regular,3395.2334,eastPoint,oz,evenStrength,0,311,94531,80264,53.501838684082,40.9911766052246
pass,successful,north,3396.8333,eastPoint,oz,evenStrength,0,311,94531,80264,31.372428894043,27.9147052764893
reception,successful,regular,3397.4666,centerPoint,oz,evenStrength,0,311,111452,80264,33.3841934204102,5.28235244750977
shot,failed,outside,3397.5,centerPoint,oz,evenStrength,0,311,111452,80264,33.3841934204102,5.28235244750977
shot,successful,outside,3401,outsideNorthWest,oz,evenStrength,0,311,1731661,80264,78.1459579467773,-26.9058837890625
shot,failed,slot,3402.4333,innerSlot,oz,evenStrength,0,311,237838,80264,86.1930160522461,-2.76470565795898
pass,successful,south,3405.5,westOuterSlot,oz,powerPlay,0,311,370192,80264,69.093017578125,-22.3794097900391
reception,successful,regular,3406.9,westPoint,oz,powerPlay,0,311,94531,80264,38.4136047363281,-36.4617614746094
pass,successful,eastwest,3407.1333,westPoint,oz,powerPlay,0,311,94531,80264,37.4077224731445,-31.4323501586914
reception,successful,regular,3407.8333,centerPoint,oz,powerPlay,0,311,111452,80264,36.4018402099609,5.28235244750977
pass,successful,south,3409.3333,eastPoint,oz,powerPlay,0,311,111452,80264,38.4136047363281,23.8911762237549
reception,successful,regular,3410.0334,centerPoint,oz,powerPlay,0,311,94531,80264,29.3606643676758,0.252941131591797
pass,successful,slot,3410.6333,centerPoint,oz,powerPlay,0,311,94531,80264,29.3606643676758,-1.25588226318359
reception,successful,regular,3411.2,westOuterSlot,oz,powerPlay,0,311,370192,80264,55.5136032104492,-22.3794097900391
pass,successful,south,3412.4666,outsideNorthWest,oz,powerPlay,0,311,370192,80264,54.0047798156738,-30.9294128417969
reception,successful,regular,3413,centerPoint,oz,powerPlay,0,311,94531,80264,28.3547821044922,-5.27941131591797
pass,successful,north,3414.5,centerPoint,oz,powerPlay,0,311,94531,80264,30.8694839477539,-10.3088226318359
reception,successful,regular,3415.2,outsideNorthWest,oz,powerPlay,0,311,370192,80264,57.5253677368164,-35.4558792114258
shot,successful,outside,3416.1333,outsideNorthWest,oz,powerPlay,0,311,370192,80264,67.5841903686523,-28.4147033691406
pass,successful,south,3419.9333,westPoint,oz,powerPlay,0,311,370192,80264,42.9479331970215,-22.8823547363281
reception,successful,regular,3420.2,westPoint,oz,powerPlay,0,311,94531,80264,38.4214630126953,-26.9058837890625
pass,successful,northoffboards,3420.3333,westPoint,oz,powerPlay,0,311,94531,80264,38.4214630126953,-24.8941192626953
reception,successful,regular,3422.2,eastPoint,oz,powerPlay,0,311,111452,80264,39.9302864074707,36.9676475524902
pass,successful,northoffboards,3422.3333,eastPoint,oz,powerPlay,0,311,111452,80264,40.4332275390625,38.4764709472656
reception,successful,regular,3424.1667,outsideNorthWest,oz,powerPlay,0,311,112050,80264,95.2538146972656,-15.3382339477539
pass,successful,south,3425.8333,outsideNorthWest,oz,powerPlay,0,311,112050,80264,81.6744003295898,-37.467643737793
reception,successful,regular,3427.1333,westPoint,oz,powerPlay,0,311,94531,80264,28.3626403808594,-36.4617614746094
pass,successful,eastwest,3428.2334,westPoint,oz,powerPlay,0,311,94531,80264,30.8773422241211,-37.467643737793
reception,successful,regular,3429.5334,eastPoint,oz,powerPlay,0,311,111452,80264,31.8832244873047,36.4647064208984
pass,successful,slot,3430.6,eastPoint,oz,powerPlay,0,311,111452,80264,32.8891067504883,37.470588684082
reception,successful,regular,3431.1,eastOuterSlot,oz,powerPlay,0,311,112050,80264,63.0655784606934,2.26470565795898
pass,successful,eastwest,3431.2666,eastOuterSlot,oz,powerPlay,0,311,112050,80264,61.0538139343262,1.25882339477539
reception,successful,regular,3432.2,centerPoint,oz,powerPlay,0,311,94531,80264,33.3920516967773,-1.75882339477539
pass,successful,slot,3433.6667,centerPoint,oz,powerPlay,0,311,94531,80264,40.4332275390625,-9.30294036865234
reception,successful,regular,3434.2666,eastOuterSlot,oz,powerPlay,0,311,111452,80264,56.52734375,19.8676471710205
pass,successful,slot,3435.0334,eastOuterSlot,oz,powerPlay,0,311,111452,80264,58.5391082763672,18.3588237762451
reception,successful,regular,3435.3333,innerSlot,oz,powerPlay,0,311,109964,80264,83.686164855957,8.80294036865234
pass,successful,slot,3435.4666,innerSlot,oz,powerPlay,0,311,109964,80264,82.6802825927734,8.80294036865234
reception,successful,regular,3435.7334,innerSlot,oz,powerPlay,0,311,112050,80264,71.1126403808594,2.26470565795898
shot,successful,slot,3435.9,innerSlot,oz,powerPlay,0,311,112050,80264,71.6155776977539,2.76764678955078
pass,successful,rush,3451.5,eastPoint,oz,powerPlay,0,311,94531,80264,33.8949890136719,32.9441184997559
reception,successful,regular,3451.9333,eastPoint,oz,powerPlay,0,311,112050,80264,34.9008712768555,39.985294342041
pass,successful,southoffboards,3453.9,outsideNorthEast,oz,powerPlay,0,311,112050,80264,72.6214599609375,37.9735298156738
reception,successful,regular,3454.6,outsideNorthEast,oz,powerPlay,0,311,1731661,80264,54.5155792236328,35.4588241577148
shot,successful,slot,3463.0667,westOuterSlot,oz,shortHanded,0,315,82048,5152,61.6638336181641,-15.8441181182861
pass,successful,d2d,3464.6333,westOuterSlotDZ,dz,powerPlay,0,311,111452,80264,-73.7344207763672,10.8147048950195
reception,successful,regular,3466.3667,westOuterSlotDZ,dz,powerPlay,0,311,237838,80264,-54.6226501464844,16.3470592498779
pass,successful,d2d,3469.4,innerSlotDZ,dz,powerPlay,0,311,237838,80264,-67.6991271972656,-2.26176452636719
reception,successful,regular,3472.7666,outsideNorthWestDZ,dz,powerPlay,0,311,111452,80264,-63.1726531982422,34.4529418945312
pass,successful,d2d,3473.1,outsideNorthWestDZ,dz,powerPlay,0,311,111452,80264,-60.1550140380859,34.4529418945312
reception,successful,regular,3473.7666,westOuterSlotDZ,dz,powerPlay,0,311,6588,80264,-57.1373596191406,16.8500003814697
pass,successful,north,3477.1,southCenterNZ,nz,powerPlay,0,311,6588,80264,-22.9373626708984,-3.77058792114258
reception,successful,regular,3477.7666,northWestBoardsNZ,nz,powerPlay,0,311,237838,80264,7.23910522460938,-30.4264678955078
pass,successful,southoffboards,3480.1333,outsideNorthWest,oz,powerPlay,0,311,237838,80264,64.063606262207,-39.4794082641602
reception,successful,regular,3481.7334,westPoint,oz,powerPlay,0,311,6588,80264,36.9047775268555,-28.9176483154297
pass,successful,eastwest,3483.3333,centerPoint,oz,powerPlay,0,311,6588,80264,35.8988952636719,-7.29117584228516
reception,successful,regular,3484.0334,eastPoint,oz,powerPlay,0,311,5814,80264,44.4488983154297,32.4411773681641
pass,successful,slot,3485.6333,eastPoint,oz,powerPlay,0,311,5814,80264,48.9753684997559,32.4411773681641
reception,successful,regular,3486,innerSlot,oz,powerPlay,0,311,237838,80264,67.0812530517578,3.27058792114258
shot,failed,slot,3486.0334,innerSlot,oz,powerPlay,0,311,237838,80264,68.0870971679687,3.27059006690979
pass,failed,south,3490.4,westPoint,oz,powerPlay,0,311,110409,80264,49.9812507629395,-37.467643737793
reception,failed,regular,3490.9333,westPoint,oz,powerPlay,0,311,6588,80264,29.8636016845703,-13.8294105529785
pass,successful,d2d,3498.5,centerPointDZ,dz,powerPlay,0,311,6588,80264,-44.5716857910156,10.8147048950195
reception,successful,regular,3499.6333,eastPointDZ,dz,powerPlay,0,311,237838,80264,-35.5187530517578,-18.8588218688965
pass,successful,north,3501.3333,southCenterNZ,nz,powerPlay,0,311,237838,80264,-19.9275741577148,4.27647018432617
reception,successful,regular,3501.9333,southEastBoardsNZ,nz,powerPlay,0,311,6588,80264,-2.32463073730469,36.9676475524902
pass,successful,northoffboards,3504.0334,eastPoint,oz,powerPlay,0,311,6588,80264,45.4547805786133,37.470588684082
reception,successful,regular,3505.7334,outsideNorthWest,oz,powerPlay,0,311,110409,80264,70.0988998413086,-38.4735260009766
pass,successful,northoffboards,3507.1667,outsideNorthWest,oz,powerPlay,0,311,110409,80264,95.748893737793,-26.4029388427734
reception,successful,regular,3507.8,outsideNorthEast,oz,powerPlay,0,311,6588,80264,98.2636032104492,0.755882263183594
pass,failed,slot,3508.1333,outsideNorthWest,oz,powerPlay,0,311,6588,80264,95.2459564208984,-0.752941131591797
pass,successful,north,3510.6,centerPoint,oz,powerPlay,0,311,237838,80264,36.4018402099609,-6.28529357910156
reception,successful,regular,3511.4333,outsideNorthWest,oz,powerPlay,0,311,110409,80264,66.5783081054687,-27.9117660522461
pass,successful,eastwest,3513,westPoint,oz,powerPlay,0,311,110409,80264,49.4783096313477,-34.9529418945312
reception,successful,regular,3513.9,centerPoint,oz,powerPlay,0,311,237838,80264,35.8988952636719,1.25882339477539
pass,successful,eastwest,3514.3333,centerPoint,oz,powerPlay,0,311,237838,80264,34.3900756835937,-0.752941131591797
reception,successful,regular,3515.3333,outsideNorthEast,oz,powerPlay,0,311,5814,80264,57.0224266052246,31.4352931976318
pass,successful,eastwest,3516.3,outsideNorthEast,oz,powerPlay,0,311,5814,80264,67.0812530517578,31.4352931976318
reception,successful,regular,3516.9666,outsideNorthWest,oz,powerPlay,0,311,110409,80264,75.6312484741211,-21.8764724731445
shot,successful,outside,3517.4,outsideNorthWest,oz,powerPlay,0,311,110409,80264,77.1400756835938,-16.3441162109375
pass,successful,d2doffboards,3520.4333,outsideNorthWestDZ,dz,shortHanded,0,315,20775372,5152,-98.2636032104492,17.8529396057129
reception,successful,regular,3523.0667,outsideNorthEastDZ,dz,shortHanded,0,315,54915,5152,-73.6194839477539,-39.985294342041
